Label,sample_type,CLO_C,CLO_4o,CL_C,CL_4o,UBERON_C,UBERON_4o,BTO_C,BTO_4o,UBERON_t2t,BTO_t2t,CLO_t2t,CL_t2t
Club_D,CT,-,CLO_0051461,CL_0000158,CL_0000161,UBERON_0002048,UBERON_0036077,-,BTO_0001508,CL_0000158,-,-,CL_0000158
CD14+ monocytes - treated with Candida donor2,CT,-,CLO_0037271,CL_0001054,CL_0000873,UBERON_0000178,UBERON_0000468,BTO_0000876,BTO_0002151,CL_0000576,BTO_0000876,-,CL_0000576
Dendritic Cells - monocyte immature derived donor1 tech_rep2,CT,-,CLO_0050851,CL_0000451,CL_0000451,UBERON_0002405,UBERON_0000467,BTO_0002042,BTO_0000638,PATO_0002045,BTO_0002900,-,CL_0001009
GBM22,CT,CLO_0003456,CLO_0051516,CL_0000125,CL_0000007,UBERON_0000955,UBERON_0000955,-,BTO_0000759,-,BTO_0002197,-,-
tamoxifen_EC1,CT,-,CLO_0013647,CL_0002149,CL_0000000,UBERON_0001295,UBERON_0000000,-,BTO_0002130,-,-,-,PR_000001931
Ciliated_cells_A,CT,-,CLO_0051065,CL_0000064,CL_0000061,UBERON_0002048,UBERON_0001841,-,BTO_0000751,CL_0000064,BTO_0005589,-,CL_0000064
chorionic membrane cells donor3,CT,-,CLO_0052506,-,CL_0000040,UBERON_0003124,UBERON_0000309,-,BTO_0000243,UBERON_0003124,BTO_0000807,-,UBERON_0003124
H9-derived_neuroectoderm_cells,CT,-,CLO_0037293,CL_0002319,CL_0008039,-,UBERON_0002046,-,BTO_0004929,UBERON_0002346,BTO_0005120,-,UBERON_0002346
T_cell_D,CT,-,CLO_0000983,CL_0000084,CL_0000084,UBERON_0000178,UBERON_0002349,BTO_0000782,BTO_0005472,CL_0000502,-,-,CL_0000502
HUES64 derived CD56+ mesoderm,CT,-,CLO_0003191,CL_0000222,CL_0000855,UBERON_0000926,UBERON_0000926,-,BTO_0002755,UBERON_0000926,BTO_0000839,-,UBERON_0000926
MPAL4_T1_3,CT,-,CLO_0000074,CL_0000988,CL_0000740,UBERON_0000178,UBERON_0000000,-,BTO_0000697,UBERON_6003020,BTO_0006566,-,CL_0000958
CD4_M_1_healthy,CT,-,CLO_0000238,CL_0000492,CL_0000624,UBERON_0002405,UBERON_0000178,BTO_0001678,BTO_0000968,PR_000001004,BTO_0003600,-,PR_000001004
mesenchymal-stem-cell,CT,-,CLO_0007041,CL_0000134,CL_0000134,UBERON_0003104,UBERON_0004745,BTO_0003298,BTO_0000653,CL_0000134,BTO_0003298,-,CL_0000134
ES-derived progenitors_DE FOXA2 -/-,CT,-,CLO_0018111,CL_0011026,CL_2000032,-,UBERON_0000000,-,BTO_0003237,CL_0011026,BTO_0004092,-,CL_0011026
Mast cell donor2,CT,-,CLO_0000427,CL_0000097,CL_0000097,UBERON_0002405,UBERON_0002369,BTO_0000830,BTO_0000533,CL_2000020,BTO_0000830,-,CL_0000097
Adipocyte - perirenal donor1,CT,-,CLO_0051563,CL_0002616,CL_0000138,UBERON_0005406,UBERON_0001383,-,BTO_0000743,CL_0002616,BTO_0005945,-,CL_0002616
B (PB),CT,-,CLO_0000090,CL_0000236,CL_0000238,UBERON_0000178,UBERON_0000178,BTO_0000776,BTO_0000581,CL_0002246,-,-,CL_0000236
Primary natural killer cells (from PB),CT,-,CLO_0000224,CL_0000623,CL_0000623,UBERON_0000178,UBERON_0000178,BTO_0000914,BTO_0000724,CL_0000623,BTO_0000914,-,CL_0000623
CD4+ cells_CTCL1181,CT,-,CLO_0000432,CL_0000492,CL_0000624,UBERON_0002405,UBERON_0002371,BTO_0002417,BTO_0001236,PR_000001004,-,-,PR_000001256
ES derived primitive cardiomyocite_day15,CT,-,CLO_0008545,CL_0000513,CL_0000746,UBERON_0000948,UBERON_0003080,BTO_0003324,BTO_0001124,CL_0000746,BTO_0003324,-,CL_0002249
CD8-positive-alpha-beta-T-cell,CT,-,CLO_0050845,CL_0000625,CL_0000624,UBERON_0002405,UBERON_0008953,BTO_0000289,BTO_0001924,GO_2000228,BTO_0006295,-,GO_0043372
Vascular_endothelial_heart,CT,-,CLO_0036951,CL_0010008,CL_0002618,UBERON_0000948,UBERON_0000955,-,BTO_0001201,CL_0002139,BTO_0001854,-,CL_0002139
HUAEC_WT,CT,-,CLO_0006945,CL_2000052,CL_0002544,UBERON_0007778,UBERON_0001981,BTO_0004295,BTO_0001949,-,BTO_0003564,-,-
Astro_Oligodendro_cerebrum_4,CT,-,CLO_0050851,CL_0000125,CL_0000125,UBERON_0000955,UBERON_0000956,-,BTO_0004765,CL_0000128,BTO_0000962,-,CL_0000128
tamoxifen_EC7,CT,-,CLO_0008495,CL_0002149,CL_0000486,UBERON_0001295,UBERON_0000178,-,BTO_0003307,-,-,-,-
meningioma_6,CT,-,CLO_0050914,CL_4023097,CL_2000047,UBERON_0003548,UBERON_0008897,BTO_0001756,BTO_0000335,UBERON_0010743,BTO_0001756,-,UBERON_0010743
Skin Fibroblast_Nutlin3A,CT,-,CLO_0002522,CL_0002620,CL_0000057,UBERON_0002067,UBERON_0000000,BTO_0001255,BTO_0003542,CL_0002620,BTO_0001255,-,CL_0002620
naive B (VB),CT,-,CLO_0050854,CL_0000788,CL_0000788,UBERON_0000178,UBERON_0000029,-,BTO_0000656,CL_0000788,BTO_0005871,-,CL_0000788
AML11,CT,-,CLO_0007309,CL_0000763,CL_0000584,UBERON_0000178,UBERON_0002398,-,BTO_0000058,-,BTO_0003449,-,-
normal_epidermal_keratinocytes,CT,-,CLO_0000111,CL_0000312,CL_0000312,UBERON_0001003,UBERON_0001003,BTO_0000667,BTO_0000661,CL_0000362,BTO_0001470,-,CL_0000362
Endothelial Cells - Vein donor1,CT,-,CLO_0002615,CL_0002543,CL_0000115,UBERON_0001638,UBERON_0001638,-,BTO_0001309,CL_0002543,BTO_0001176,-,CL_0002543
HSPC-derived late erythroid precursors,CT,-,CLO_0007251,CL_0000038,CL_0000048,UBERON_0002371,UBERON_0000178,BTO_0004911,BTO_0003842,CL_0011115,BTO_0002731,-,CL_0002355
LSEC,CT,-,CLO_0020206,CL_1000398,CL_2000044,UBERON_0002107,UBERON_0001975,-,BTO_0001884,CL_1000398,BTO_0006510,-,CL_1000398
melanoma,CT,-,CLO_0003645,CL_0000148,CL_0000148,UBERON_0001003,UBERON_0002097,BTO_0000848,BTO_0000188,CL_0000148,BTO_0000848,-,CL_0002566
CD4p CD25- CD45RAp Naive,CT,-,CLO_0000238,CL_0000898,CL_0000895,UBERON_0002370,UBERON_0000029,-,BTO_0000759,PR_000001015,-,-,PR_000001015
Trabecular Meshwork Cells donor1,CT,-,CLO_0001627,CL_0002367,CL_0000217,UBERON_0005969,UBERON_0000957,-,BTO_0004249,CL_0002367,BTO_0002501,-,CL_0002367
PDAC_SHCTR,CT,-,CLO_0038337,CL_0000083,CL_0002092,UBERON_0001264,UBERON_0001264,BTO_0003081,BTO_0000955,-,-,-,-
primary-B-cell,CT,-,CLO_0000566,CL_0000236,CL_0000945,UBERON_0000178,UBERON_0000000,BTO_0000776,BTO_0001134,UBERON_0005620,BTO_0001413,-,CL_0000001
Olfactory epithelial cells donor1,CT,-,CLO_0037304,CL_0002167,CL_0000208,UBERON_0002268,UBERON_0001633,-,BTO_0004759,CL_0002167,BTO_0000108,-,CL_0002167
hMSCs,CT,-,CLO_0000016,CL_0000134,CL_0000031,UBERON_0002371,UBERON_0000151,BTO_0003298,BTO_0000835,NCBITAXON_6447,-,-,PR_P21757
Inhibitory_neur_cerebrum_2,CT,-,CLO_0037276,CL_0000540,CL_0000099,UBERON_0000955,UBERON_0000956,-,BTO_0003101,CHEBI_35222,BTO_0003869,-,CL_0008015
Th17-cells,CT,-,CLO_0000831,CL_0000899,CL_0002109,UBERON_0002405,UBERON_0002048,BTO_0005655,BTO_0005122,UBERON_2000878,BTO_0005655,-,CL_0000899
PRAD,CT,-,CLO_0008996,CL_0002231,CL_0002327,UBERON_0002367,UBERON_0002367,BTO_0002021,BTO_0001497,UBERON_2005049,BTO_0002443,-,-
monocyte,CT,-,CLO_0050857,CL_0000576,CL_0000576,UBERON_0000178,UBERON_0002381,BTO_0000876,BTO_0000789,CL_0000576,BTO_0000876,-,CL_0000576
monocyte_VB,CT,-,CLO_0000077,CL_0000576,CL_0000860,UBERON_0000178,UBERON_0000022,BTO_0000876,BTO_0000962,CL_0000576,BTO_0000876,-,CL_0000576
CD14_INFG_LPS,CT,-,CLO_0034497,CL_0001054,CL_0000896,UBERON_0000178,UBERON_0001528,BTO_0000876,BTO_0002006,PR_000001889,-,-,PR_000001889
GBM10,CT,CLO_0003456,CLO_0007844,CL_0000125,CL_0000000,UBERON_0000955,UBERON_0000000,-,BTO_0000184,-,BTO_0002965,-,CL_0003043
Macrophage - monocyte derived donor3,CT,-,CLO_0000579,CL_0000235,CL_0000235,UBERON_0000178,UBERON_0002384,BTO_0000801,BTO_0000759,CL_0000235,BTO_0000801,-,CL_0000235
B_cell_blood,CT,-,CLO_0000947,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000178,BTO_0000776,BTO_0000229,CL_0000081,BTO_0000089,-,CL_0000081
Foreskin Keratinocyte Primary Cells skin02,CT,-,CLO_0006362,CL_1001606,CL_0000312,UBERON_0001332,UBERON_0000989,BTO_0005481,BTO_0000129,CL_1001606,BTO_0005481,-,CL_1001606
Cheek Cell,CT,-,CLO_0031567,CL_0002336,CL_1001607,UBERON_0006956,UBERON_0000325,-,BTO_0000978,UBERON_0001567,BTO_0001754,-,UBERON_0001443
endometrium cancer_DSG,CT,-,CLO_0002384,CL_0002149,CL_0000030,UBERON_0001295,UBERON_0001295,-,BTO_0000384,UBERON_0001295,BTO_0001555,-,UBERON_0001295
Cardiac Progenitor Cell,CT,-,CLO_0011025,CL_0011026,CL_0002494,UBERON_0000948,UBERON_0003979,-,BTO_0002825,CL_0000513,BTO_0004092,-,CL_0000513
mesenchymal stem cell,CT,-,CLO_0000031,CL_0000134,CL_0000134,UBERON_0003104,UBERON_0010731,BTO_0003298,BTO_0001069,CL_0000134,BTO_0003298,-,CL_0000134
iPSC-derived_cardiomyocytes,CT,-,CLO_0034609,CL_0002494,CL_0002118,UBERON_0000948,UBERON_0000948,BTO_0003324,BTO_0002791,CL_0000746,BTO_0003324,-,CL_0000746
primary_breast_cancer,CT,-,CLO_0008000,CL_0002327,CL_0002328,UBERON_0000310,UBERON_0000310,BTO_0000150,BTO_0000586,UBERON_0000310,BTO_0000150,-,UBERON_0000310
GBM38,CT,CLO_0003456,CLO_0000242,CL_0000125,CL_0000000,UBERON_0000955,UBERON_0000000,-,BTO_0001406,-,-,-,PR_000001408
CD14_Primary_Cells,CT,-,CLO_0000189,CL_0001054,CL_0000894,UBERON_0000178,UBERON_0000178,-,BTO_0000560,PR_000001889,BTO_0001413,-,PR_000001889
ENS_neur_intestine,CT,-,CLO_0007872,CL_0000540,CL_0000125,UBERON_0000160,UBERON_0001193,-,BTO_0003126,UBERON_0000160,BTO_0000648,-,UBERON_0000160
750N,CT,-,CLO_0002838,CL_1000497,CL_0000000,UBERON_0002113,UBERON_0000000,-,BTO_0002336,-,-,-,-
purified primary alveolar epithelial type 2 cells,CT,-,CLO_0050847,CL_0002063,CL_0002063,UBERON_0002299,UBERON_0001826,BTO_0000538,BTO_0002754,CL_0002063,BTO_0005760,-,CL_0002063
mesenchymal precursor cell - ovarian cancer right ovary donor3 (SOC-57-02),CT,-,CLO_0007747,CL_0000134,CL_0008018,UBERON_0000992,UBERON_0000993,BTO_0003298,BTO_0002750,UBERON_0002118,BTO_0001023,-,UBERON_0002118
acute_promyelocytic_leukemia_blasts,CT,-,CLO_0003673,CL_0000763,CL_0000749,UBERON_0000178,UBERON_0010014,BTO_0004585,BTO_0000103,PR_000016043,BTO_0004585,-,PR_000014362
Lymphoid_intestine_1,CT,-,CLO_10007,CL_0000542,CL_0010016,UBERON_0000160,UBERON_0002110,-,BTO_0000931,UBERON_0000160,BTO_0001586,-,UBERON_0000160
MPAL5_R1_1,CT,-,CLO_0034452,CL_0000988,CL_0000066,UBERON_0000178,UBERON_0000102,-,BTO_0000856,UBERON_0005499,BTO_0004500,-,UBERON_0005499
Pt22_leukemia cell_THZ1,CT,-,CLO_0001079,CL_0000738,CL_0000632,UBERON_0000178,UBERON_0002048,BTO_0001271,BTO_0006390,PR_000001836,BTO_0001271,-,PR_000001836
Inhib_neur_cerebrum_3,CT,-,CLO_0031238,CL_0000540,CL_0000066,UBERON_0000955,UBERON_0000956,-,BTO_0006471,UBERON_0001893,BTO_0003868,-,UBERON_0001893
Myoblast donor2,CT,-,CLO_0000051,CL_0000056,CL_0000056,UBERON_0005090,UBERON_0001630,BTO_0000222,BTO_0000018,CL_0000056,BTO_0000222,-,CL_0000056
breast_mrnahist,CT,-,CLO_0051478,-,CL_0000188,UBERON_0000310,UBERON_0000310,BTO_0000150,BTO_0000184,UBERON_0000310,BTO_0000149,-,UBERON_0000310
mesenchymal precursor cell - adipose donor2,CT,-,CLO_0050843,CL_0000134,CL_0001020,UBERON_0001013,UBERON_0001013,BTO_0003298,BTO_0002750,CL_0002570,BTO_0002625,-,CL_0002570
Embryonic Blood Cells,CT,-,CLO_0050845,CL_0000988,CL_0000057,UBERON_0000178,UBERON_0015222,-,BTO_0005170,UBERON_0008816,BTO_0000381,-,CL_0002322
Memory_CD4_T,CT,-,CLO_0000238,CL_0000897,CL_0000903,UBERON_0002405,UBERON_0000029,-,BTO_0001183,GO_0007613,BTO_0003435,-,GO_0007613
normal plasma cell,CT,-,CLO_0000238,CL_0000786,CL_0000786,UBERON_0002405,UBERON_0000178,BTO_0000392,BTO_0001827,CL_0000786,BTO_0000392,-,CL_0000786
ENS_neur_stomach,CT,-,CLO_0000362,CL_0000540,CL_0000540,UBERON_0000945,UBERON_0000945,-,BTO_0000717,UBERON_0000945,BTO_0001307,-,UBERON_0000945
meningioma_1,CT,-,CLO_0051564,CL_4023097,CL_0000019,UBERON_0003548,UBERON_0002058,BTO_0001756,BTO_0000277,UBERON_0010743,BTO_0001756,-,UBERON_0010743
Peripheral blood,CT,-,CLO_0000182,CL_0000081,CL_0000081,UBERON_0000178,UBERON_0000178,BTO_0003494,BTO_0000178,CL_0002246,BTO_0000553,-,CL_0002246
MPAL4_T1_1,CT,-,CLO_0030602,CL_0000988,CL_0002328,UBERON_0000178,UBERON_0000475,-,BTO_0002999,UBERON_6003020,BTO_0006566,-,CL_0000958
Mantle Cell Lymphoma (MCL),CT,-,CLO_0008031,CL_0000236,CL_0000989,UBERON_0000178,UBERON_0000029,BTO_0004472,BTO_0002607,UBERON_0006575,BTO_0004472,-,CL_0009037
CD133+,CT,-,CLO_0008112,CL_0000037,CL_0000036,UBERON_0002371,UBERON_0004535,-,BTO_0001123,PR_000001786,BTO_0001889,-,PR_000001786
rhabdomyosarcoma,CT,-,CLO_0007982,CL_0000187,CL_0002329,UBERON_0005090,UBERON_0001990,BTO_0001802,BTO_0005735,NCBITAXON_2301116,BTO_0001802,-,NCBITAXON_2301116
human_villous_mesenchymal_fibroblast_cells,CT,-,CLO_0031388,CL_0002558,CL_0002568,UBERON_0003104,UBERON_0001193,-,BTO_0004759,UBERON_8600039,BTO_0005003,-,CL_0002558
CD8+ T Cells donor3,CT,-,CLO_0037297,CL_0000625,CL_0000625,UBERON_0002405,UBERON_0002391,BTO_0000289,BTO_0000137,CHEBI_17891,BTO_0000354,-,CL_0000811
MyoFibrob_E,CT,-,CLO_0002545,CL_0000186,CL_0000363,UBERON_0002384,UBERON_0001981,BTO_0001946,BTO_0001479,CL_0002372,BTO_0001946,-,CL_0000186
Fibroblast - Dermal donor5,CT,-,CLO_0002556,CL_0002551,CL_0000057,UBERON_0002067,UBERON_0002423,BTO_0004419,BTO_0000184,CL_0002551,BTO_0004419,-,CL_0002551
peripheral blood monocyte-derived SC cells,CT,-,CLO_0000733,CL_0000576,CL_2000005,UBERON_0000178,UBERON_0000178,BTO_0000876,BTO_0000759,CL_0002246,BTO_0003494,-,CL_4030030
Th1_t-infiltrating,CT,-,-,CL_0000545,CL_0000897,UBERON_0002405,-,BTO_0001678,BTO_0002066,GO_0097205,BTO_0006164,-,GO_0097205
MM074_Primary_Melanoma,CT,-,CLO_0000918,CL_0000148,CL_0000143,UBERON_0001003,UBERON_0002097,-,BTO_0002728,CL_0000148,BTO_0000848,-,CL_0002566
Osteoblast Primary Cells,CT,-,CLO_0001063,CL_0000062,CL_0000062,UBERON_0002481,UBERON_0002175,BTO_0001593,BTO_0000127,CL_0000062,BTO_0001593,-,CL_0000062
BI_CD4p_CD25-_CD45ROp_Memory,CT,-,CLO_0050859,CL_0001204,CL_0000900,UBERON_0002405,UBERON_0000468,-,BTO_0000535,PR_000050216,-,-,PR_000001017
Mesenchymal Stem Cells - hepatic donor2,CT,-,CLO_0007643,CL_0000134,CL_0000134,UBERON_0002107,UBERON_0002107,BTO_0003298,BTO_0001061,CL_0002571,BTO_0003298,-,CL_0002571
CD14-positive_monocyte,CT,-,-,CL_0001054,CL_0000860,UBERON_0000178,-,BTO_0000876,BTO_0000562,CL_0001054,BTO_0000876,-,CL_0001054
monocyte-derived dendritic cells_0h,CT,-,CLO_0000238,CL_0000451,CL_0000451,UBERON_0002405,UBERON_0001950,BTO_0002042,BTO_0003449,PATO_0002045,BTO_0002900,-,CL_0011031
pro_B,CT,-,CLO_0001288,CL_0000826,CL_0001070,UBERON_0002371,UBERON_0000180,BTO_0003104,BTO_0005085,CL_0002045,BTO_0004186,-,CL_0002045
Foreskin_keratinocyte,CT,-,CLO_0036677,CL_1001606,CL_0000312,UBERON_0001332,UBERON_0001164,BTO_0005481,BTO_0001427,CL_1001606,BTO_0005481,-,CL_1001606
Capillary_1_G,CT,-,CLO_0002693,CL_0002144,CL_0002060,UBERON_0001915,UBERON_0001980,BTO_0004956,BTO_0000759,UBERON_0001982,BTO_0002045,-,UBERON_0001982
BI_CD4_Memory_Primary_7pool,CT,-,CLO_0050841,CL_0000897,CL_0000907,UBERON_0002405,UBERON_0000000,-,BTO_0002722,GO_0007613,BTO_0001413,-,GO_0007613
lymphoblast,CT,-,CLO_0000218,CL_0017005,CL_0000876,UBERON_0000178,UBERON_0002513,BTO_0000772,BTO_0000759,CL_0005020,BTO_0000772,-,CL_0017005
CD14+ monocytes - treated with Cryptococcus donor1,CT,-,CLO_0050846,CL_0001054,CL_0000860,UBERON_0000178,UBERON_0018221,BTO_0000876,BTO_0000871,NCBITAXON_6209,BTO_0000305,-,CL_0000849
foreskin_melanocyte_2,CT,-,CLO_0050852,CL_2000045,CL_0000139,UBERON_0001332,UBERON_0001445,BTO_0005457,BTO_0005672,CL_2000045,BTO_0005457,-,CL_2000045
HBEC_2,CT,-,CLO_0050846,CL_0010003,CL_0000057,UBERON_0002299,UBERON_0001627,-,BTO_0002488,UBERON_2007004,BTO_0004603,-,PR_Q8NFU0
dermal_fibroblast,CT,-,CLO_0002551,CL_0002551,CL_0000057,UBERON_0002067,UBERON_0002047,BTO_0004419,BTO_0004275,CL_0002551,BTO_0004419,-,CL_0002551
mesenchymal precursor cell - ovarian cancer left ovary donor3,CT,-,CLO_0051526,CL_0000134,CL_0008030,UBERON_0000992,UBERON_0000992,BTO_0003298,BTO_0002612,UBERON_0002119,BTO_0001023,-,UBERON_0002119
aortic valve interstitial cells,CT,-,CLO_0037043,CL_4030032,CL_0002572,UBERON_0002137,UBERON_0002154,-,BTO_0005301,CL_4030032,BTO_0004238,-,CL_4030032
PK-LCLs,CT,-,CLO_0003579,CL_0017005,CL_0000049,UBERON_0000178,UBERON_0000468,-,BTO_0001067,CL_0000453,BTO_0006531,-,-
CD34_cells_DMSO,CT,-,CLO_0000049,CL_0000037,CL_0000944,UBERON_0002371,UBERON_0000071,BTO_0000725,BTO_0002723,PR_000001003,BTO_0005668,-,PR_000001003
pulmonary arterial smooth muscle cells_PAH1_sictrl,CT,-,CLO_0008099,CL_0002591,CL_0000747,UBERON_0002111,UBERON_0002081,BTO_0003336,BTO_0000462,CL_0002591,BTO_0003336,-,CL_0002591
neural_progenitors,CT,-,CLO_0050841,CL_0011020,CL_0001032,UBERON_0001016,UBERON_0001015,-,BTO_1001822,CL_0011026,BTO_0004092,-,CL_0011020
MDP,CT,-,CLO_0000433,CL_0002009,CL_0000546,UBERON_0002371,UBERON_0004550,-,BTO_0000235,CL_0002009,-,-,CL_0002009
Purified AT2 cells,CT,-,CLO_0050841,CL_0002063,CL_0002062,UBERON_0002299,UBERON_0000153,BTO_0000538,BTO_0003925,PATO_0000402,BTO_0002074,-,PATO_0000402
amniotic membrane cells donor2,CT,-,CLO_0007375,CL_0002536,CL_0002608,UBERON_0000305,UBERON_0008944,-,BTO_0000009,CL_0002537,BTO_0000110,-,CL_0002537
Capillary_2_C,CT,-,CLO_0000043,CL_0002144,CL_0002060,UBERON_0001915,UBERON_0001980,BTO_0004956,BTO_0000538,UBERON_0001982,BTO_0002045,-,UBERON_0001982
CD4+CD25-CD45RA- memory conventional T cells donor3,CT,-,-,CL_0000813,CL_0000900,UBERON_0002405,UBERON_0000468,-,BTO_0000000,PR_000001015,-,-,PR_000001015
Parietal_and_chief_stomach,CT,-,CLO_0004167,-,CL_0002062,UBERON_0000945,UBERON_0001160,-,BTO_0001143,CL_0000155,BTO_0001307,-,CL_0000155
CD34_cells_ACY957,CT,-,CLO_0000052,CL_0000037,CL_0000891,UBERON_0002371,UBERON_0000468,BTO_0000725,BTO_0001708,PR_000001003,-,-,PR_000001003
T Cell,CT,-,CLO_0050846,CL_0000084,CL_0000084,UBERON_0000178,UBERON_0002043,BTO_0000782,BTO_0000738,CL_0000084,BTO_0006501,-,CL_0000084
LMPP_frozen_BM0828,CT,-,CLO_0000477,CL_0000936,CL_0000842,UBERON_0002371,UBERON_0002391,-,BTO_0002038,CL_0000837,-,-,CL_0000837
Hair Follicle Dermal Papilla Cells donor3,CT,-,CLO_0006812,CL_0000346,CL_0000202,UBERON_0002073,UBERON_0002097,BTO_0005569,BTO_0003588,CL_0000346,BTO_0005569,-,CL_0000346
AT2_D,CT,-,CLO_0009747,CL_0002063,CL_0002063,UBERON_0002299,UBERON_0008950,BTO_0000538,BTO_0002776,CL_0000502,BTO_0004467,-,CL_0000502
CD20,CT,-,CLO_0020341,CL_0000945,CL_0000750,UBERON_0000178,UBERON_0000178,-,BTO_0002432,PR_P19437,BTO_0001930,-,PR_P19437
Lymphoid_placenta,CT,-,CLO_0034303,CL_0000542,CL_0002339,UBERON_0001987,UBERON_0001987,-,BTO_0003372,UBERON_0001987,BTO_0001078,-,UBERON_0001987
hTERT_KD,CT,-,CLO_0007606,CL_0002149,CL:0001034,UBERON_0001295,UBERON:0000000,-,BTO:0000000,-,BTO_0003517,-,-
dopaminergic-neuron,CT,-,CLO_0050844,CL_0000700,CL_0000700,UBERON_0001016,UBERON_0002113,BTO_0004032,BTO_0002356,CL_0000700,BTO_0004032,-,CL_0000700
mid-neurogenesis-radial-glial-cells,CT,-,CLO_0011103,CL_0000125,CL_0000702,UBERON_0001016,UBERON_0016456,-,BTO_0004750,GO_0022008,BTO_0002606,-,GO_0022008
mesenchymal precursor cell - adipose donor3,CT,-,CLO_0005734,CL_0000134,CL_0000134,UBERON_0001013,UBERON_0008955,BTO_0003298,BTO_0001482,CL_0002570,BTO_0002625,-,CL_0002570
Matrix_Fibrob_2_J,CT,-,CLO_0050849,CL_0000057,CL_0000775,UBERON_0002384,UBERON_0002429,BTO_0000452,BTO_0004759,UBERON_0011901,BTO_0004592,-,GO_0031012
retinoblastoma_xenograft,CT,-,CLO_0003201,CL_0009004,CL_0000574,UBERON_0000966,UBERON_0012032,BTO_0001178,BTO_0002970,GO_0060042,BTO_0001178,-,CL_4023129
B Cell,CT,-,CLO_0000231,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0004141,BTO_0000776,BTO_0000259,CL_0000236,-,-,CL_0000236
Ciliated_epithelial_lung,CT,-,CLO_0000353,CL_1000271,CL_1000488,UBERON_0002048,UBERON_0002113,-,BTO_0001493,CL_0000067,BTO_0004299,-,CL_0000067
MPAL1_T1_4,CT,-,CLO_0036359,CL_0000988,CL_0000812,UBERON_0000178,UBERON_0001460,-,BTO_0002861,PR_000016043,BTO_0006566,-,PR_000016043
Intestinal_epithelial_2,CT,-,CLO_0007755,CL_0002563,CL_0002144,UBERON_0001277,UBERON_0000160,BTO_0000003,BTO_0000560,CL_0002563,BTO_0005937,-,CL_0002563
GBM17,CT,CLO_0003456,CLO_0050859,CL_0000125,CL_0000000,UBERON_0000955,UBERON_0000000,-,BTO_0006207,-,BTO_0002104,-,-
Mesenchymal stem cells - adipose donor0,CT,-,CLO_0000124,CL_0000134,CL_0000134,UBERON_0001013,UBERON_0000113,BTO_0003298,BTO_0002725,CL_0002570,BTO_0003298,-,CL_0002570
CD34_cells_FETAL,CT,-,CLO_0001124,CL_0000037,CL_0000031,UBERON_0002371,UBERON_0002379,BTO_0000725,BTO_0001124,PR_000001003,BTO_0001242,-,PR_000001003
EM CD8+ ab T (VB),CT,-,CLO_0020099,CL_0000625,CL_0000815,UBERON_0000178,UBERON_0000467,-,BTO_0002169,-,-,-,CL_0000811
colorectal-cancer,CT,-,CLO_0003669,CL_0011108,CL_0009061,UBERON_0012652,UBERON_0001155,BTO_0001615,BTO_0002182,UBERON_0013067,BTO_0001615,-,UBERON_0001155
HSMM cell derived Skeletal Muscle Myotubes Cells,CT,-,CLO_0000315,CL_0002372,CL_0000188,UBERON_0005090,UBERON_0004477,-,BTO_0001861,CL_0000188,BTO_0004392,-,CL_0000188
Lymphoid_Myeloid_muscle,CT,-,CLO_0000578,-,CL_0000894,UBERON_0005090,UBERON_0001134,-,BTO_0004759,CL_0000763,BTO_0001096,-,CL_0000763
LCL_lymphoblastoid_cell_line,CT,-,CLO_0000163,CL_0017005,CL_0000236,UBERON_0000178,UBERON_0010757,BTO_0000773,BTO_0000702,UBERON_0016392,BTO_0000773,-,CL_0017005
HSPC,CT,-,CLO_0000834,CL_0000837,CL_0000038,UBERON_0002371,UBERON_0002405,-,BTO_0002617,PR_P16150,-,-,PR_P16150
Ciliary Epithelial Cells donor1,CT,-,CLO_0050851,CL_0000067,CL_0000219,UBERON_0007601,UBERON_0000367,-,BTO_0000365,UBERON_0001778,BTO_0001770,-,UBERON_0001778
Adrenoc_5,CT,-,CLO_0007193,CL_0002097,CL_0000182,UBERON_0002369,UBERON_0002369,BTO_0005817,BTO_0000208,CL_0002097,BTO_0006106,-,CL_0002097
Megakaryo_spleen,CT,-,CLO_0000186,CL_0000556,CL_0000557,UBERON_0002106,UBERON_0002106,-,BTO_0001755,UBERON_0002106,BTO_0001281,-,UBERON_0002106
Vascular_endo_spleen,CT,-,CLO_0007222,CL_2000053,CL_0000096,UBERON_0002106,UBERON_0002106,-,BTO_0001235,UBERON_0036301,BTO_0001281,-,UBERON_0036301
HMLER,CT,-,CLO_0003022,CL_0002327,CL_0000182,UBERON_0000310,UBERON_0000473,BTO_0006528,BTO_0002764,-,BTO_0006528,-,PR_000001010
Stromal_placenta_1,CT,-,CLO_0031449,CL_0000499,CL_0002551,UBERON_0001987,UBERON_0001987,-,BTO_0001368,UBERON_0001987,BTO_0001078,-,UBERON_0001987
GMP2mid_LS_BM1137,CT,-,CLO_0050687,CL_0000557,CL_0000236,UBERON_0002371,UBERON_0002371,-,BTO_0003482,-,-,-,-
thymocytes,CT,-,-,CL_0000893,CL_0000829,UBERON_0002370,UBERON_0001256,BTO_0001372,BTO_0001392,CL_0000893,BTO_0001372,-,CL_0000893
JD-LCLs,CT,-,CLO_0011566,CL_0000542,CL_0000236,UBERON_0000178,UBERON_0010753,-,BTO_0001862,CL_0000453,BTO_0006531,-,-
